id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
44203673,"SouthShore Bungalow -clean, cozy, quiet, Purple Rm",28501460,Delia,,South Shore,41.76336,-87.5739,Private room,26,1,17,2024-06-15,0.62,7,311,10,R18000036975
44206651,"Wonderful 2BR, 2BA Near Wrigley Lower Level Only",355912569,Adrienne,,North Center,41.94977,-87.6856,Entire home/apt,300,2,4,2024-06-10,0.12,2,309,2,R19000051338
44213093,"Lincoln Park Apartment, Steps from the Park",53964832,Jonathan,,Lincoln Park,41.92912,-87.64455,Entire home/apt,320,2,43,2024-06-04,0.99,22,304,6,2718818
44213095,Centrally Located Apartment in Lincoln Park,53964832,Jonathan,,Lincoln Park,41.92919,-87.64435,Entire home/apt,378,3,28,2024-06-03,0.65,22,305,3,2718818
44213097,City Views from Large 4th Floor Apartment in LP,53964832,Jonathan,,Lincoln Park,41.93081,-87.64292,Entire home/apt,274,3,3,2022-10-10,0.06,22,319,0,2718818
44213162,Stylish 2BD/BA in the heart of Lincoln Park,53964832,Jonathan,,Lincoln Park,41.92901,-87.64412,Entire home/apt,467,3,47,2024-06-12,0.98,22,280,12,2718818
44234449,"MICH AVE #5|Safe DTown Grant Park, Museums 2bd/2ba",335157368,Jer+Lisa,,Loop,41.86788,-87.62523,Entire home/apt,351,2,174,2024-06-16,3.68,2,129,39,R22000086739
44234840,"Safe Dtown Park VIEWS| Mich Ave, Museums 2bd/2ba",335157368,Jer+Lisa,,Near South Side,41.86647,-87.62561,Entire home/apt,411,2,166,2024-06-16,3.51,2,127,33,R22000086738
44252444,Huge Home *Prime Spot *Yard *Parking *Fireplace,170049620,Alex,,Near North Side,41.90884,-87.6378,Entire home/apt,958,2,119,2024-06-16,2.51,1,274,25,R18000033663
44259231,South Shore Bungalow Red Room,28501460,Delia,,South Shore,41.76436,-87.57167,Private room,25,32,1,2023-05-07,0.07,7,328,0,R18000036975
44259635,Huge Private Roof Deck! Gym! Parking!,115593975,Jillian,,West Town,41.91007,-87.67199,Entire home/apt,1099,3,14,2024-01-27,0.35,1,169,5,R20000056815
44307585,Traditional Greystone Chicago 4-bedroom Duplex Apt,126734826,Antonio,,Humboldt Park,41.8967,-87.70228,Entire home/apt,,2,86,2024-06-04,1.81,2,3,23,R20000052971
44322872,The Roost,101155191,Abbey,,Irving Park,41.95073,-87.71465,Entire home/apt,,1,103,2024-06-10,2.18,1,3,13,R22000077175
44402955,PINEAPPLES Modern Design with 70s Vibe BIRD,5228189,Matthew,,Logan Square,41.91596,-87.70656,Entire home/apt,99,2,97,2024-05-10,2.08,21,347,24,R20000056925
44419368,*Wanderlust City Retreat* Business/Holiday/Romance,22887896,Chad,,Near North Side,41.89301,-87.61684,Entire home/apt,354,32,8,2021-08-01,0.18,1,363,0,City registration pending
44433063,Flat in Lincoln Park 2-Flat Central to Everything,358899064,Brian,,Lincoln Park,41.93041611,-87.64987946,Entire home/apt,259,4,79,2024-06-02,1.71,2,203,13,R22000089801
44446862,Entire city Apartment with free street parking,112011934,Meghan,,Irving Park,41.95612,-87.71152,Entire home/apt,110,1,92,2024-04-28,1.95,1,111,23,R23000107637
44451347,"Sanitized Home, 4BR/3BA, Free Parking available",179677031,Karen,,Armour Square,41.85039,-87.64038,Entire home/apt,354,2,72,2024-06-16,1.92,1,198,20,R24000116362
44472597,Cozy South Loop One Bedroom + Laundry,22803113,Bryan,,Near South Side,41.86252,-87.62541,Entire home/apt,92,32,2,2024-06-06,0.32,1,157,2,
44472684,"Blueground | Loop, gym, doorman, nr L & parks",107434423,Blueground,,Loop,41.8772287,-87.6290111,Entire home/apt,173,32,1,2024-04-13,0.43,549,270,1,32+days Listing
44472765,"Blueground | Loop, gym, doorman, nr L & parks",107434423,Blueground,,Loop,41.8772287,-87.6290111,Entire home/apt,185,32,3,2021-04-25,0.07,549,53,0,32+days Listing
44472783,"Blueground | Loop, gym, doorman, nr L & parks",107434423,Blueground,,Loop,41.8772287,-87.6290111,Entire home/apt,144,32,1,2022-08-27,0.05,549,157,0,32+days Listing
44472823,"Blueground | Loop, gym, doorman, nr L & parks",107434423,Blueground,,Loop,41.8772287,-87.6290111,Entire home/apt,208,32,3,2024-04-09,0.12,549,44,1,32+days Listing
44472881,"Blueground | Lincoln Park, w/d, nr transport",107434423,Blueground,,Near North Side,41.9089458,-87.6504842,Entire home/apt,308,32,1,2021-03-31,0.03,549,264,0,32+days Listing
44472905,"Blueground | Lincoln Park, w/d, nr transport",107434423,Blueground,,Near North Side,41.9089458,-87.6504842,Entire home/apt,224,32,0,,,549,324,0,32+days Listing
44490049,Spectacular Pilsen Studio for 2!,257894542,Hena,,Lower West Side,41.85605,-87.65083,Entire home/apt,52,1,210,2024-06-09,4.48,1,355,52,R20000057605
44535810,"Private Suite w/ offstreet pkg, at Logan Sq Blu Ln",90730458,Bill And Susan,,Avondale,41.93292,-87.7084,Entire home/apt,94,1,234,2024-06-16,4.99,1,104,65,R21000074700
44552341,320 Spacious Garden RM in a Happy Home w/ Laundry,91186260,Jessie,,Englewood,41.79003,-87.63254,Private room,38,32,0,,,7,22,0,R19000037484
44557909,Gigantic Condo steps from Wrigley Field!,40319547,Josh,,Lake View,41.9485709947022,-87.65822365480322,Entire home/apt,314,2,116,2024-06-16,2.68,8,65,18,R21000062759
44566641,"Blueground | Gold Coast, roof, gym, nr MagMile",107434423,Blueground,,Near North Side,41.8986092,-87.62068190000002,Entire home/apt,172,32,0,,,549,146,0,32+days Listing
44566657,"Blueground | Lincoln Park, w/d, nr l & New City",107434423,Blueground,,Near North Side,41.9089458,-87.6504842,Entire home/apt,153,32,1,2023-11-30,0.15,549,72,1,32+days Listing
44566777,"Blueground | Loop, doorman, nr L & parks",107434423,Blueground,,Loop,41.8772287,-87.6290111,Entire home/apt,205,32,1,2024-04-08,0.40,549,314,1,32+days Listing
44595752,Large 1Bed With Pool - City & River Views +Parking,24388042,DeLuxe,,Near North Side,41.89117,-87.61773,Entire home/apt,249,32,6,2024-03-04,0.13,15,241,1,City registration pending
44633608,Evergreen Park Condo with balcony and Jacuzzi tub,212925962,Zirrell,,Ashburn,41.73536,-87.69232,Entire home/apt,118,2,96,2024-06-17,2.07,1,338,30,
44675774,Relaxing bright spacious 2nd fl. w/outdoor space,142223344,David,,West Ridge,41.99465,-87.69898,Entire home/apt,,32,65,2024-06-10,1.40,1,23,3,R20000057614
44697481,"Blueground | Loop, gym, doorman, nr L & parks",107434423,Blueground,,Loop,41.8772287,-87.6290111,Entire home/apt,214,32,2,2022-05-16,0.07,549,142,0,32+days Listing
44839791,Chicago's Home Away From Home - Bedroom #2,66268005,Ahja,,North Lawndale,41.8527,-87.72157,Private room,40,7,11,2024-03-02,0.33,2,171,6,R19000050275
44952202,VIBES Chicago Private Room,26404242,G,,Montclare,41.92588,-87.79597,Private room,75,2,31,2024-06-01,0.67,3,201,8,R21000072582
44971476,Loft style apartment near Humboldt Park,126734826,Antonio,,Humboldt Park,41.89858,-87.7041,Entire home/apt,,7,14,2022-08-01,0.31,2,0,0,R20000052971
45000378,South Shore Beauty Close to everything,66073787,Nicole,,South Shore,41.75552,-87.56829,Private room,50,32,2,2021-06-01,0.04,2,176,0,R20000057872
45009173,Humboldt Park Loft,43614741,Chris & Preeti,,Humboldt Park,41.90788,-87.71418,Entire home/apt,96,2,111,2024-05-27,2.43,1,90,24,R22000092434
45099241,Discover Chicago from a Modern Apartment,2069798,Afsha,,Logan Square,41.915187,-87.711738,Entire home/apt,199,2,98,2024-06-04,2.11,6,40,27,R20000054738
45102210,Amazing City Get Away. Perfect for Entertaining!,46939427,Anthony,,Logan Square,41.92796,-87.69772,Entire home/apt,1000,32,6,2021-10-10,0.13,9,365,0,R17000015121
45153834,High End 3bd/2bth Condo. Amazing location!,25857452,Shaye,,West Town,41.89919,-87.66267,Entire home/apt,125,32,1,2020-11-02,0.02,1,132,0,R20000058340
45160983,East Humboldt Park Traveler's Lodge,4591141,Moudi,,West Town,41.8979,-87.69879,Entire home/apt,,32,1,2024-05-31,1,3,0,1,R21000072585
45172935,City King,318103179,Arlo,,Loop,41.88516,-87.62486,Hotel room,360,32,79,2023-10-31,1.85,3,145,1,47-5611763
45177129,"Located near Wrigley, Lakefront, Downtown &Parking",46939427,Anthony,,Irving Park,41.9549,-87.70571,Entire home/apt,876,32,19,2023-07-16,0.52,9,363,1,R17000015121
45214721,WF Home Sweet Home,263951019,Wf,,Bridgeport,41.83636,-87.64639,Entire home/apt,166,2,66,2024-06-07,1.51,1,98,29,R20000054991
45241534,3 bdrm |Complimentary Garage Parking| W&D | LUXTEL,130502086,Yolanda,,Humboldt Park,41.9129,-87.72474,Entire home/apt,176,2,68,2024-06-06,2.09,3,63,24,R21000071959
45250313,"Blueground | Loop, gym, doorman, nr L & parks",107434423,Blueground,,Loop,41.8772287,-87.6290111,Entire home/apt,263,32,1,2021-09-19,0.03,549,314,0,32-days listing
45259783,Comfortable Room Five Min Walk to Blue Line/ RM 6,102750577,Jane,,Irving Park,41.94734,-87.71133,Private room,48,1,110,2024-05-30,2.39,6,308,30,R21000073218
45267441,Illinois Medical District,365764996,Zandra,,Lower West Side,41.84819,-87.6769,Private room,55,3,12,2022-09-19,0.30,3,157,0,R20000058370
45267938,Welcome Home,365764996,Zandra,,Lower West Side,41.85021,-87.67831,Private room,38,32,41,2022-10-22,0.92,3,209,0,R21000073252
45281916,Attached bath. UChicago Hospital. Train.,1385332,Patt,,Woodlawn,41.78388,-87.60789,Private room,47,32,10,2024-05-05,0.25,20,228,3,
45301793,Luxurious Private room & Private bath,137568651,Charlie,,Dunning,41.93849,-87.78799,Private room,79,2,14,2024-05-22,0.30,6,54,8,R20000058899
45303919,Luxurious Cozy Private-Room & Shared Bathroom,137568651,Charlie,,Dunning,41.93972,-87.7867,Private room,69,1,59,2024-06-07,1.29,6,55,10,R20000058899
45304237,Luxurious Cozy Private Room & SHARED Bathroom,137568651,Charlie,,Dunning,41.93843,-87.78822,Private room,62,1,60,2023-10-09,1.31,6,18,8,R20000058899
45304453,#Luxurious Private Room & Private Bathroom,137568651,Charlie,,Dunning,41.94014,-87.78861,Private room,,1,77,2024-05-27,1.72,6,0,9,R20000058899
45304613,COZY Private Room & Private Bath,137568651,Charlie,,Dunning,41.94034,-87.78655,Private room,74,2,57,2023-10-08,1.46,6,54,9,R20000058899
45328855,Bienvenu Chez Moi,202385826,Mouna,,North Center,41.93825,-87.68796,Entire home/apt,93,2,116,2024-06-02,3.16,1,105,45,R20000058342
45329300,Gorgeous NEW 5 BDR/ 4BA in Logan Square w/Parking!,17942597,Maria,,Avondale,41.93589,-87.69746,Entire home/apt,537,3,68,2024-06-02,1.49,1,141,13,R21000073812
45334247,Artfully Designed Single Family Home West Loop,2036716,Daniel,,Near West Side,41.8778,-87.66729,Entire home/apt,94,1,25,2024-05-24,0.60,1,348,6,R22000091614
45362058,BOUTIQUE GARDEN HOUSE CHICAGO 3-STORY (sleeps 10),47195579,Destine,,Greater Grand Crossing,41.76429,-87.62049,Entire home/apt,356,2,57,2024-06-17,1.45,1,335,7,R21000062052
45368483,Private Bedroom in Chicago (North Park),128265803,Victor,,North Park,41.99264,-87.71464,Private room,49,2,56,2024-06-05,1.23,15,321,24,R20000058360
45370544,Vintage Elegance Meets Modern Sophistication,54865295,Rob,,West Town,41.89506,-87.67748,Entire home/apt,301,2,81,2024-06-18,1.83,2,309,26,R21000064179
45399688,Charming Home.  Your Peace & Quiet.,67060049,Jonathan,,Logan Square,41.91696,-87.69141,Entire home/apt,135,2,96,2024-06-09,2.12,1,202,27,R20000058344
45401270,Sacramento Home,365089948,Anais,,Chicago Lawn,41.77668,-87.69703,Entire home/apt,107,1,50,2024-06-09,1.11,1,347,6,R21000075665
45413453,Lovely private townhouse in quiet Budlong Woods,1459474,David,,Lincoln Square,41.97969,-87.70244,Entire home/apt,,14,8,2023-08-07,0.19,1,0,2,R20000058343
45423930,Private Bedroom in Chicago (North Park),128265803,Victor,,North Park,41.99236,-87.71524,Private room,44,2,53,2024-06-16,1.16,15,337,14,R20000058360
45424624,16th:Rm.D: 3 LOCATIONS$500-1650 MNTH•PRIV BTH$1550,367411016,Taylor,,Near West Side,41.86008,-87.66361,Private room,66,32,1,2020-11-06,0.02,26,365,0,City registration pending
45453685,Casita Plzeň Guest Suite,30010092,Noel,,Lower West Side,41.85551,-87.66418,Entire home/apt,131,2,162,2024-06-11,3.58,2,108,31,R23000105132
45463808,"Blueground | River N, gym, rooftop, nr L & Parks",107434423,Blueground,,Near North Side,41.8945286,-87.63340520000003,Entire home/apt,210,32,0,,,549,162,0,32+days Listing
45465696,Cozy Garden Room in the middle of Boystown!,8803468,Ashley,,Lake View,41.94391,-87.64975,Private room,105,1,353,2024-05-28,7.72,10,328,69,2738085
45485313,16th:Rm.A: 3 LOCATIONS! $500-$1650 MONTH•LUX•$1500,367411016,Taylor,,Lower West Side,41.85914,-87.66355,Private room,54,32,0,,,26,365,0,City registration pending
45485389,16th:Rm.B: 3 LOCATIONS! $500-$1650 MONTH•LUX•$1500,367411016,Taylor,,Lower West Side,41.85966,-87.66151,Private room,54,32,0,,,26,365,0,City registration pending
45487005,OFFICE SPACE ONLY - Private Modern Backyard Studio,6962723,Shane,,Logan Square,41.92071,-87.69966,Entire home/apt,13,180,0,,,1,356,0,
45493080,West Humboldt Park Getaway,171003225,Cedric,,Humboldt Park,41.90355,-87.73382,Entire home/apt,127,1,81,2024-06-05,2.02,1,154,27,R21000061633
45494553,Stunning Apt in the heart of Gold Coast,24001000,Ana,,Near North Side,41.89916,-87.62483,Entire home/apt,180,33,3,2023-11-12,0.12,1,220,1,C18000036706
45494623,NEW luxury Old Town 1-Bedroom condo,38574685,Katherine,,Lincoln Park,41.91618,-87.636078,Entire home/apt,209,1,61,2024-06-14,3.89,1,104,46,R21000060719
45495441,HighSpeed WIFI Gorgeous 1BD/1BA LAKEVIEW Apartment,49626033,Roma,,Lake View,41.93845,-87.66574,Entire home/apt,90,360,4,2022-08-16,0.10,12,362,0,City registration pending
45496471,Woodsy Charm in the Chi-town!,2672482,Elaine,,Hyde Park,41.7961529,-87.59193789999999,Entire home/apt,175,32,0,,,1,257,0,
45504202,May:Rm.E:3 LOCATIONS! $500-$1650 MONTH•LUX•$1500,367411016,Taylor,,East Garfield Park,41.88419,-87.6966,Private room,54,32,0,,,26,365,0,R20000058893
45505018,*May:Rm.F:3LOCATIONS!$500-1650 MNTH•PRIV BTH!$1650,367411016,Taylor,,East Garfield Park,41.8829,-87.69509,Private room,66,32,2,2021-08-23,0.05,26,365,0,R20000058893
45505156,16th:Rm.C: 3 LOCATIONS! $500-$1650 MONTH•LUX•$1500,367411016,Taylor,,Near West Side,41.8597,-87.66149,Private room,54,32,0,,,26,365,0,City registration pending
45512087,Cute room in downtown Boystown,8803468,Ashley,,Lake View,41.9444,-87.64962,Private room,98,1,365,2024-06-09,8.18,10,324,60,2738085
45515581,Chicago Themed Garden Unit - Historic Bronzeville,19541995,Kendal,,Douglas,41.83037,-87.61904,Entire home/apt,128,3,94,2024-05-21,2.11,2,102,21,R24000113490
45517447,•May:Rm.D: 3 LOCATIONS! $500-$1650 MONTH•LUX $1500,367411016,Taylor,,East Garfield Park,41.88321,-87.69676,Private room,54,32,0,,,26,365,0,R20000058893
45530485,Bright Condo In the Center of Vibrant Wicker Park!,352736921,Sara,,West Town,41.91101,-87.67865,Entire home/apt,44,1,128,2024-06-10,2.85,2,300,22,R24000113794
45546582,Bohemian Moto Inn,6770274,Nicole & Anders,,West Town,41.89726,-87.67734,Entire home/apt,202,2,104,2024-06-09,2.34,1,35,22,R21000061839
45564076,Only Urban Beach House in Chicago,204348047,Keith,,Rogers Park,42.00736,-87.66126,Entire home/apt,785,3,29,2024-05-12,0.66,1,329,5,R20000058489
45565646,Co-Living at Historic Home by Metra near Hyde Park,47056445,Andy,,South Shore,41.76259,-87.5875,Private room,34,1,20,2024-04-27,0.46,9,292,10,R24000117461
45609760,Entire 3 bedrm 2 bath coach house in JeffersonPark,319957117,Michael,,Jefferson Park,41.97093,-87.76929,Entire home/apt,275,2,33,2024-04-22,1.03,1,169,8,R21000069572
45638499,The Andersonville Hooch Parlor,131184554,Nicholas & Jesse,,Edgewater,41.97898,-87.67335,Entire home/apt,275,2,61,2024-06-11,1.85,1,80,20,R20000059419
45649212,Bright Room with a Garden View,8803468,Ashley,,Lake View,41.94401,-87.64991,Private room,93,1,363,2024-06-07,8.03,10,324,63,2738085
45653951,Spacious 1 bed/1 bath in the Heart of West Loop,31699214,Stephanie,,Near West Side,41.88144,-87.66106,Entire home/apt,185,3,62,2024-06-02,1.38,7,180,17,R20000058510
45686609,Designer Avondale Attic,157326335,Chase,,Avondale,41.93658,-87.71897,Entire home/apt,126,2,127,2024-06-14,3.77,1,96,40,R23000107304
45712121,Renovated space in a historic row house.,370472053,Gary,,Lake View,41.93454,-87.64303,Private room,90,2,110,2024-06-16,2.79,1,274,30,R20000058868
45712688,Magnificent Place & A Parking Space,24337590,Obinna,,Rogers Park,42.00902,-87.67049,Entire home/apt,123,3,111,2024-06-10,2.63,3,83,33,R24000113821
45752173,Charming 3rd Floor Penthouse in B&B,32907860,Virginia,,Lake View,41.941409353689366,-87.65330565192534,Private room,,2,0,,,10,0,0,2207196
45774105,风城舒适的家,96810944,Lin & Peter,,Norwood Park,41.98448,-87.81186,Private room,45,3,53,2024-05-10,1.23,2,284,21,R17000014492
45784151,HUGE & BRAND NEW BEACH Apartment is Ready For You!,131190502,Liz,,Rogers Park,42.00989,-87.66378,Entire home/apt,138,2,42,2024-06-02,1.10,1,164,11,R23000102394
45784632,Spacious Studio w/Balcony in Bucktown/Wicker Park,77972775,Doug,,West Town,41.91184,-87.67439,Entire home/apt,132,2,97,2024-06-09,2.17,1,261,33,R22000077237
45786059,Bright Boho Apartment-Large Balcony & Free Parking,371036931,Roseanna,,Near West Side,41.87274,-87.65136,Entire home/apt,160,3,69,2024-06-01,1.59,20,94,16,R21000075464
45788381,Woodlawn Oasis,371208446,Obi,,Woodlawn,41.77413,-87.61329,Entire home/apt,143,3,41,2024-06-18,1.24,1,133,18,R20000058877
45792345,"Blueground | River N, gym, rooftop, nr L & Parks",107434423,Blueground,,Near North Side,41.8945286,-87.63340520000003,Entire home/apt,431,32,0,,,549,327,0,32+days Listing
45792346,"Blueground | River N, gym, rooftop, nr L & Parks",107434423,Blueground,,Near North Side,41.8945286,-87.63340520000003,Entire home/apt,419,32,0,,,549,335,0,32+days Listing
45798133,"Entire private coach house near transit, nightlife",7497823,Justin,,Logan Square,41.91943,-87.68898,Entire home/apt,160,2,224,2024-06-18,6.62,1,12,73,R20000058885
45798672,"Simple, Private Bedroom (North Park)",128265803,Victor,,North Park,41.99261,-87.71617,Private room,41,2,26,2024-01-22,0.58,15,320,10,R20000058360
45812538,Private room in apartment in FANTASTIC location,371036931,Roseanna,,Near West Side,41.87119,-87.65149,Private room,71,3,42,2024-06-06,0.99,20,154,16,R21000075464
45812729,Bright & Happy Apartment,371036931,Roseanna,,Near West Side,41.87242,-87.65313,Entire home/apt,169,2,74,2024-06-05,1.75,20,272,24,R21000075464
45826171,Lovely 4 bedroom Apartment 5 min to downtown !!,371036931,Roseanna,,Near West Side,41.86878,-87.65696,Entire home/apt,234,3,91,2024-05-22,2.09,20,124,19,R23000111019
45826341,Perfect Place,371036931,Roseanna,,Near West Side,41.869,-87.65542,Entire home/apt,197,3,44,2024-05-24,1.00,20,134,11,R23000111019
45826931,"Beautiful 3 bedroom, balcony view of Willis Tower",371036931,Roseanna,,Near West Side,41.86757,-87.65625,Entire home/apt,224,32,39,2023-10-01,0.89,20,234,5,Registered
45846603,MedDistrict 3bed/2bath Entire Floor + Free Laundry,100782278,Chicago Furnished,,Near West Side,41.8785,-87.68194,Entire home/apt,180,32,13,2024-05-31,0.31,34,317,4,R12345678901
45864010,30 E. Huron #4005 Private Residence,257464365,Kevin,,Near North Side,41.896,-87.62727,Entire home/apt,95,32,5,2024-02-29,0.15,13,128,1,City registration pending
45864022,30 E. Huron #2205 Private Residence,257464365,Kevin,,Near North Side,41.89476,-87.62564,Entire home/apt,115,32,3,2023-05-03,0.12,13,53,0,City registration pending
45867707,Kafka's Room,73114817,Leonid,,West Garfield Park,41.87316,-87.72808,Private room,64,2,58,2024-06-09,1.30,5,361,10,R20000059104
45868710,Welcome to the Wrightwood - Chic & Newly Renovated,329789181,Niall & Stefanie,,Logan Square,41.9295,-87.71515,Entire home/apt,729,3,57,2024-05-19,1.36,1,289,16,R22000088963
45868920,Hemingway's Room,73114817,Leonid,,West Garfield Park,41.87129,-87.72598,Private room,64,2,125,2024-06-09,2.79,5,351,27,R20000059104
45879182,One-of-a-Kind Apartment In Old Town!,370780197,Donald,,Lincoln Park,41.91203,-87.63634,Entire home/apt,155,3,136,2024-06-17,3.06,1,290,32,R20000059103
45879821,"Beautiful Loft 5 min to the Loop, Free Parking",371036931,Roseanna,,Near West Side,41.86956,-87.65347,Entire home/apt,164,32,68,2024-01-31,1.64,20,130,6,R22000092698
45879824,Spacious & Clean Ukrainian Village 2 Bedroom!,108273415,Catherine,,West Town,41.90015,-87.68286,Entire home/apt,55,1,192,2024-06-07,4.33,1,334,38,R21000075044
45880067,Beautiful Loft in Greektown/Little Italy,371036931,Roseanna,,Near West Side,41.87156,-87.65151,Entire home/apt,125,32,27,2023-10-10,0.72,20,161,6,R22000092698
45885253,Alexandre Dumas’ Room,73114817,Leonid,,West Garfield Park,41.87241,-87.72621,Private room,70,2,48,2024-06-12,1.11,5,349,15,R20000059104
45887585,Woodlawn Oasis: Easy access to Loop/Univ of Chgo,74987375,Henry,,Woodlawn,41.7765,-87.60851,Entire home/apt,130,4,7,2024-03-19,0.19,2,281,1,R24000112762
45952602,Cozy 2 bed Pilsen condo,1969829,Michael,,Lower West Side,41.85524515962906,-87.64679417733798,Entire home/apt,121,32,3,2024-05-18,0.29,1,315,3,
45956460,Cozy Place in The Old Irving Park Area,195149624,Alberto,,Irving Park,41.94333,-87.73052,Entire home/apt,115,3,75,2024-06-16,2.03,1,198,19,R21000073139
45968904,Beautiful Private Room 5 min to downtown Chicago,371036931,Roseanna,,Near West Side,41.87211,-87.65308,Private room,70,3,65,2024-06-06,1.92,20,137,24,R22000092698
45969120,"Blueground | Lincoln Park, w/d, patio, nr L",107434423,Blueground,,Near North Side,41.9089458,-87.6504842,Entire home/apt,200,32,2,2021-09-16,0.05,549,316,0,32+days Listing
45969134,"Blueground | Lincoln Park, w/d, patio, nr L",107434423,Blueground,,Near North Side,41.9089458,-87.6504842,Entire home/apt,150,32,1,2024-05-18,0.86,549,181,1,32+days Listing
45990524,Private Room in Beautiful Apartment,371036931,Roseanna,,Near West Side,41.87023,-87.65157,Private room,70,3,56,2024-01-07,1.38,20,129,11,R22000092698
45991867,CHICAGO SKYLINE VIEWS,371036931,Roseanna,,Near West Side,41.86751,-87.65739,Entire home/apt,175,4,47,2024-05-22,1.07,20,162,15,R24000113568
46002551,"Blueground | Lincoln Park, w/d, patio, nr L",107434423,Blueground,,Near North Side,41.9089458,-87.6504842,Entire home/apt,200,32,1,2023-09-03,0.10,549,316,1,32+days Listing
46026541,💚FANCY 420 FRIENDLY CHILL SPOT IN CHICAGO,77414650,Red Door,,Greater Grand Crossing,41.76626,-87.61898,Entire home/apt,153,32,8,2022-02-07,0.19,18,141,0,R19000046222
46036579,Wrigley Roscoe Garden Unit,5960265,Courtney And Garrett,,Lake View,41.94473,-87.65653,Entire home/apt,101,21,20,2024-06-01,0.47,2,225,13,R17000020423
46037709,Matilda’s Place Good Living With Comfort & Style,273076659,Dwight,,Woodlawn,41.77532,-87.60143,Entire home/apt,98,32,35,2024-04-02,0.82,1,365,2,City registration pending
46050508,Bright & Clean Apt in Front of Lovely Park!,36904978,Kevin,,Avondale,41.93264,-87.72496,Entire home/apt,189,2,48,2024-06-10,1.11,1,202,22,R24000113641
46065519,"Cozy and Spacious 2BR Retreat, Humboldt Park, Chi",30482715,Sean,,Humboldt Park,41.90883,-87.73023,Entire home/apt,136,3,26,2024-06-10,0.61,6,327,9,R21000069804
46072683,5 BR / 3.5 BA Newly Built Home in Logan Square!,333909546,Sandy,,Logan Square,41.91702,-87.69843,Entire home/apt,416,3,103,2024-06-19,2.34,1,311,30,R20000059080
46082311,Chez Wrigley - Ooh La La! - Sleeps 1-5,65767899,Tara,,Uptown,41.95526,-87.6564,Entire home/apt,89,3,121,2024-06-17,2.75,6,294,42,R20000059090
46088233,Private Apartment in Noble Square 4bed,126478047,Natalie,,West Town,41.90188,-87.66802,Entire home/apt,239,1,54,2024-06-17,1.74,1,241,10,R21000069781
46090808,Beautiful Private Room 5 min to the City,371036931,Roseanna,,Near West Side,41.87169,-87.65091,Private room,75,3,59,2024-04-14,1.36,20,133,19,R22000092698
46091235,British Themed Room in the Middle of Boystown,8803468,Ashley,,Lake View,41.945434229808285,-87.64983907734991,Private room,104,1,355,2024-06-01,8.03,10,307,60,2738085
46106793,Comfortable Room Five Min Walk to Blue Line/ RM 1,102750577,Jane,,Irving Park,41.9486,-87.71203,Private room,56,1,82,2024-05-27,1.99,6,310,28,R21000073218
46107192,Comfortable Room Five Min Walk to Blue Line/ RM 2,102750577,Jane,,Irving Park,41.94721,-87.71363,Private room,52,1,102,2024-06-06,2.41,6,303,37,R21000073218
46107325,Comfortable Room Five Min Walk to Blue Line/ RM 3,102750577,Jane,,Irving Park,41.94878,-87.71364,Private room,45,1,90,2024-05-27,2.04,6,297,20,R21000073218
46108566,Dreamy Mid-Century Modern Oasis,18350874,Kevin,,West Ridge,41.98426894142706,-87.70332199121275,Entire home/apt,108,32,2,2024-04-29,0.37,1,97,2,
46116148,The Wrigley Suite - It's Really Sweet - Sleeps 1-5,65767899,Tara,,Uptown,41.95642852783203,-87.65574645996094,Entire home/apt,95,3,95,2024-06-08,2.28,6,133,30,R20000059091
46155097,舒适的旅途驿站,96810944,Lin & Peter,,Norwood Park,41.98403,-87.81012,Private room,45,3,33,2024-06-15,0.77,2,291,15,R17000014492
46178271,Chicago OASIS - Modern | Ideal locale | Private,483146,Sharmin,,Lincoln Park,41.91222,-87.64456,Entire home/apt,357,32,19,2022-10-03,0.45,2,329,0,City registration pending
46200177,Private South Side Suite Near Hyde Park,91375056,Elizabeth,,Kenwood,41.81572,-87.60135,Entire home/apt,150,2,34,2024-06-02,0.78,1,238,4,R20000059407
46242944,Private room with en-suite bath near DT Chicago!,13603017,Teddy,,Near West Side,41.88294,-87.68371,Private room,50,32,16,2023-12-20,0.40,2,152,1,R21000060727
46276229,A Dash of Panache in Lincoln Square - 1 BR/1 BA,72651433,Jacob,,Lincoln Square,41.9793765,-87.69028399999999,Entire home/apt,126,3,27,2024-06-04,1.81,10,31,16,R23000098367
46278553,New! Beautiful 2BR Apartment in Old Town,45074012,Raymond,,Near North Side,41.91037,-87.64221,Entire home/apt,169,1,195,2024-05-14,4.48,1,93,45,R20000059723
46295164,Winter Special! ORD/DWTWN4: 15MIN,198731500,J.R.,,Albany Park,41.96165,-87.72978,Private room,77,32,10,2023-06-05,0.29,4,90,0,R22000081419
46297396,Winter Special! ORD/DWTWN5: 15MIN,198731500,J.R.,,Albany Park,41.96219,-87.73105,Private room,77,32,20,2023-10-15,0.50,4,90,2,R22000081419
46316297,OLD TOWN TRIUMPHANT 2BD/2BA (+Rooftop&Parking),179367980,Wendy And Matt,,Near North Side,41.908788649531225,-87.63259155274532,Entire home/apt,463,3,163,2024-06-02,3.77,7,41,47,R19000049506
